SaturdayMorning,Vacation,Breakfast,House,FavouriteThing,City,Holiday,Cup,Friday,Beverage
4,6,2,4,6,5,2,3,5,Bellatte
4,5,2,1,4,4,3,4,6,Cafe Latte
2,2,6,1,3,5,6,1,3,Americano
5,5,5,6,3,6,5,3,2,Cafe Latte
5,2,4,5,4,1,3,5,2,South Indian Filter Kaapi
2,3,3,3,4,1,6,6,2,Sea Salt Dark Mocha
6,6,2,2,6,3,5,1,2,Bellatte
4,1,4,3,6,2,6,3,3,South Indian Filter Kaapi
1,1,2,5,1,1,3,1,5,South Indian Filter Kaapi
3,3,5,3,2,3,3,3,4,Nariyal Irish Cream Frappe
3,4,2,3,1,4,1,6,3,Americano
3,3,3,6,6,4,1,4,2,Cold Brew
1,2,1,3,2,2,3,3,3,Madagascar Choco Chip Frappe
4,5,2,3,2,1,3,4,3,Hazelnut Frappe Cold Coffee
5,6,4,3,1,1,2,1,5,Madagascar Choco Chip Frappe
6,3,4,2,6,2,1,5,1,Nariyal Irish Cream Frappe
2,5,6,3,1,4,5,1,3,Iced Latte Cold Coffee
3,2,3,2,5,6,2,1,5,Madagascar Choco Chip Frappe
6,4,5,2,4,4,6,5,2,Bellatte
1,2,6,2,6,3,2,3,2,Nariyal Irish Cream Frappe
6,6,4,2,6,5,6,6,6,Americano
2,5,1,1,6,3,1,2,2,South Indian Filter Kaapi
4,5,5,2,4,3,5,4,4,Cafe Mocha
1,3,4,2,2,2,3,1,3,Kaapi-cino
6,5,4,6,5,6,4,1,2,Espresso
1,4,6,3,4,4,1,2,1,Original South India Frappe
2,2,6,4,2,1,5,5,2,Americano
2,5,2,6,1,1,6,5,2,Cafe Mocha
3,3,4,4,6,2,5,1,2,Sea Salt Dark Mocha
4,6,4,1,2,6,3,5,3,Madagascar Hot Chocolate
2,4,1,5,3,2,1,6,6,Classic Frappe Cold Coffee
3,1,6,6,5,3,5,3,3,Espresso
6,2,1,5,4,2,5,5,1,Hazelnut Frappe Cold Coffee
3,4,6,1,6,3,3,3,5,Kaapi-cino
2,2,2,4,2,4,1,6,6,Hazelnut Frappe Cold Coffee
1,1,3,6,6,1,2,1,1,South Indian Filter Kaapi
6,2,1,2,6,2,6,5,5,Cold Brew
1,1,4,4,6,6,2,4,6,Kaapi-cino
1,1,5,2,6,4,5,4,1,South Indian Filter Kaapi
3,5,2,4,2,5,4,3,5,Americano
1,4,3,5,6,3,3,2,2,Vietnamese Cold Coffee
4,1,1,2,2,1,6,2,5,Double Restritto
1,5,4,2,6,1,2,2,3,Americano
6,4,4,3,4,1,2,2,2,Classic Frappe Cold Coffee
6,6,6,6,1,5,1,2,5,Sea Salt Dark Mocha
1,1,5,2,5,1,2,1,5,Flat White
3,5,4,3,3,1,6,4,2,Flat White
6,3,3,5,4,2,6,1,3,Vietnamese Cold Coffee
5,3,6,6,1,5,5,3,2,Vietnamese Cold Coffee
4,6,1,1,1,2,4,6,6,Hazelnut Frappe Cold Coffee
3,6,4,2,6,1,3,2,3,Hot Chocolate
4,2,6,5,3,5,4,4,2,Madagascar Choco Chip Frappe
4,3,2,1,1,5,3,6,3,Classic Frappe Cold Coffee
1,5,1,2,5,6,4,2,5,Cafe Mocha
4,3,2,3,6,1,1,2,4,Cafe Latte
1,4,5,3,3,3,6,3,6,Original South India Frappe
4,5,3,4,1,4,1,1,4,Hot Chocolate
6,6,6,2,6,2,3,5,6,Cappucino
5,6,4,3,5,5,6,5,2,Cafe Mocha
4,2,1,1,2,5,4,3,1,Hot Chocolate
2,5,5,3,3,5,4,3,3,Flat White
1,6,1,5,5,4,6,3,1,Double Restritto
5,6,4,3,3,6,6,2,1,Cafe Latte
1,5,4,1,3,6,3,2,5,Cafe Latte
5,5,1,6,4,1,4,5,2,Kaapi-cino
1,3,4,5,2,4,4,1,4,Vietnamese Cold Coffee
2,6,3,2,4,4,2,2,5,Classic Frappe Cold Coffee
6,5,6,6,3,5,6,6,2,Original South India Frappe
2,2,6,6,5,1,3,6,6,Kaapi-cino
5,2,2,3,3,5,2,3,6,Hazelnut Frappe Cold Coffee
3,3,1,1,4,5,1,1,4,Flat White
1,2,1,5,4,2,1,4,3,Kaapi-cino
3,3,5,1,3,3,6,6,2,Flat White
4,1,2,1,5,2,3,1,4,Classic Frappe Cold Coffee
2,6,6,1,4,5,1,6,4,Madagascar Choco Chip Frappe
1,4,2,4,6,5,6,6,2,Nariyal Irish Cream Frappe
2,5,5,6,2,6,1,1,2,Hot Chocolate
4,2,2,4,6,6,4,4,5,Iced Latte Cold Coffee
6,2,2,2,1,3,3,4,4,Classic Frappe Cold Coffee
5,1,3,6,2,2,2,3,6,Cafe Mocha
1,5,6,3,5,3,4,1,4,Cold Brew
1,3,3,4,1,1,2,6,1,Original South India Frappe
1,1,6,4,2,6,5,3,2,Bon Bon Cold Coffee
5,5,2,1,2,5,4,6,4,Espresso
2,5,6,1,6,4,5,3,6,Vietnamese Cold Coffee
5,3,1,3,2,1,6,4,2,Bon Bon Cold Coffee
6,6,3,4,2,6,2,5,4,Flat White
2,1,5,3,4,4,5,5,2,Cafe Latte
6,1,1,6,2,1,1,1,2,Vietnamese Cold Coffee
1,4,1,5,5,6,1,2,6,Flat White
5,3,4,3,2,5,3,5,1,South Indian Filter Kaapi
6,4,1,5,3,6,6,6,1,Madagascar Choco Chip Frappe
4,5,1,2,4,2,2,4,4,Iced Latte Cold Coffee
5,4,4,5,3,6,3,6,4,Americano
2,3,2,1,4,4,4,1,3,Vietnamese Cold Coffee
1,5,2,2,3,1,3,6,5,Iced Latte Cold Coffee
2,1,5,1,2,2,6,2,2,Iced Latte Cold Coffee
3,4,6,6,5,1,5,5,2,Americano
1,1,3,2,3,3,1,2,1,Cafe Mocha
4,1,4,6,2,2,5,2,5,Double Restritto
4,6,2,2,6,1,2,2,3,Flat White
3,3,4,4,6,5,5,4,5,Espresso
2,4,6,4,5,6,4,3,6,Kaapi-cino
4,2,3,4,4,5,1,5,3,Espresso
2,6,1,3,5,3,6,2,5,Hazelnut Frappe Cold Coffee
1,1,4,1,5,4,2,1,2,Cafe Mocha
5,3,2,2,4,2,5,4,2,Sea Salt Dark Mocha
1,6,3,1,4,1,4,3,2,Cold Brew
2,2,6,3,2,5,5,3,2,Cafe Mocha
6,5,1,5,3,3,5,5,1,Cappucino
3,2,4,6,2,2,4,2,1,Hot Chocolate
6,3,4,1,3,4,2,2,6,Vietnamese Cold Coffee
1,5,3,5,2,5,4,1,1,Madagascar Choco Chip Frappe
4,1,3,4,2,1,2,3,4,Madagascar Choco Chip Frappe
1,5,5,5,3,4,3,4,2,Madagascar Choco Chip Frappe
1,4,1,3,5,6,5,4,6,Kaapi-cino
1,1,4,6,4,2,6,3,1,Madagascar Hot Chocolate
3,1,5,3,4,1,6,1,6,Madagascar Hot Chocolate
2,5,6,2,5,3,6,5,2,Madagascar Hot Chocolate
3,6,5,2,4,6,5,3,2,Americano
4,2,5,4,1,5,6,5,6,South Indian Filter Kaapi
2,4,2,4,3,6,2,6,4,Iced Latte Cold Coffee
4,4,5,6,5,4,4,5,5,Classic Frappe Cold Coffee
2,3,1,5,4,6,2,3,5,Bellatte
2,1,1,4,6,5,3,2,2,Cold Brew
6,3,5,4,3,3,1,5,2,Classic Frappe Cold Coffee
1,3,3,6,5,3,2,2,6,Original South India Frappe
1,6,5,4,2,3,2,5,4,Cafe Mocha
3,3,6,1,5,2,4,2,6,Kaapi-cino
2,4,2,5,3,1,4,6,5,Cold Brew
4,3,5,3,1,4,5,4,4,Sea Salt Dark Mocha
1,5,5,4,2,1,3,4,2,Vietnamese Cold Coffee
6,6,3,6,2,2,4,2,2,Cappucino
4,4,3,2,3,3,6,5,4,Bellatte
6,5,1,6,5,6,6,1,5,Cappucino
1,4,1,6,1,1,1,3,6,Flat White
2,1,5,1,2,3,4,4,5,Cappucino
4,6,1,1,6,1,1,2,6,Madagascar Hot Chocolate
3,3,6,4,3,3,5,2,4,Nariyal Irish Cream Frappe
3,3,1,3,6,4,6,6,4,Madagascar Hot Chocolate
3,1,5,4,5,2,5,6,5,Iced Latte Cold Coffee
1,1,4,4,6,4,5,4,1,Cafe Mocha
1,2,6,3,4,5,3,6,1,Classic Frappe Cold Coffee
3,6,1,5,1,5,5,4,3,Americano
4,3,1,5,5,1,1,4,6,Espresso
1,6,3,5,1,3,6,4,2,Bellatte
3,6,5,1,1,2,2,3,2,Hot Chocolate
1,2,5,3,6,2,2,1,5,Cafe Latte
5,6,3,3,5,2,5,5,1,Bon Bon Cold Coffee
4,4,1,3,3,6,4,2,2,Madagascar Hot Chocolate
2,5,4,1,4,2,2,4,3,Original South India Frappe
4,4,1,4,1,1,4,4,1,Vietnamese Cold Coffee
2,6,6,2,6,6,3,6,5,Vietnamese Cold Coffee
3,1,6,6,5,6,2,3,6,Espresso
1,2,5,3,1,6,6,2,4,Vietnamese Cold Coffee
3,5,4,2,1,5,5,4,5,Espresso
6,3,3,3,3,6,6,4,1,Hot Chocolate
2,2,4,2,6,5,6,6,1,South Indian Filter Kaapi
5,1,5,5,3,3,4,2,1,Original South India Frappe
2,6,5,6,1,5,5,6,6,Cafe Mocha
1,1,4,4,1,5,3,2,2,Original South India Frappe
5,2,4,6,5,4,1,1,3,Classic Frappe Cold Coffee
1,2,1,2,3,5,2,1,6,South Indian Filter Kaapi
5,1,6,4,1,2,6,2,1,Double Restritto
1,5,6,6,1,4,6,6,1,Sea Salt Dark Mocha
2,4,2,1,1,4,1,6,2,Cappucino
2,1,3,6,5,5,2,5,1,Original South India Frappe
2,4,2,5,1,3,5,3,6,South Indian Filter Kaapi
2,4,1,5,6,2,2,2,5,Espresso
5,6,4,5,6,5,5,5,6,Classic Frappe Cold Coffee
4,5,5,4,1,2,5,4,4,Nariyal Irish Cream Frappe
4,2,3,6,6,2,6,5,1,Cold Brew
3,2,6,6,5,3,2,6,3,Cold Brew
4,2,5,5,1,5,6,1,5,Hot Chocolate
3,1,5,4,6,3,3,5,6,Madagascar Hot Chocolate
2,6,6,6,1,3,3,6,2,Kaapi-cino
1,6,6,5,1,5,5,4,2,Kaapi-cino
4,3,3,3,6,3,4,2,6,Cafe Mocha
4,3,6,5,3,5,6,5,6,Bellatte
2,3,1,5,4,3,6,4,1,Flat White
2,5,5,4,1,3,1,4,1,Hot Chocolate
4,6,3,5,3,3,4,1,6,Original South India Frappe
2,5,1,6,6,6,1,5,4,Cafe Mocha
4,3,3,4,6,2,1,4,2,Hot Chocolate
1,2,2,1,1,2,3,5,6,Double Restritto
6,2,4,5,3,3,6,1,6,Classic Frappe Cold Coffee
1,3,2,4,4,5,2,2,6,Madagascar Hot Chocolate
3,2,2,1,6,6,1,1,2,Kaapi-cino
4,3,1,4,1,6,2,2,2,Madagascar Hot Chocolate
6,6,2,5,3,5,3,1,2,Flat White
1,1,2,3,2,2,4,2,4,Bon Bon Cold Coffee
6,4,1,1,2,3,6,1,2,Bon Bon Cold Coffee
1,4,3,3,4,2,3,2,1,Double Restritto
5,4,5,4,1,3,5,4,6,Americano
6,3,6,5,2,3,1,2,3,Madagascar Hot Chocolate
1,1,2,6,5,2,5,4,2,Sea Salt Dark Mocha
3,6,5,3,6,4,4,5,1,Original South India Frappe
1,5,2,5,5,5,1,1,5,Espresso
2,4,5,3,5,3,6,2,4,Cafe Mocha
5,2,6,5,1,1,3,6,4,Nariyal Irish Cream Frappe
4,6,1,5,3,2,6,1,5,Double Restritto
3,3,3,2,5,2,2,3,5,Cold Brew
6,6,5,2,4,3,5,1,2,Classic Frappe Cold Coffee
6,3,4,3,4,4,1,1,1,Madagascar Hot Chocolate
1,6,3,3,1,2,4,6,6,Cafe Latte
4,5,4,1,6,1,5,2,4,Espresso
1,2,2,2,5,5,2,1,3,Cafe Latte
5,1,1,3,2,4,5,1,4,Sea Salt Dark Mocha
4,6,2,5,2,6,2,3,4,Bellatte
2,4,2,1,4,1,4,3,5,Flat White
6,1,3,4,5,6,4,5,3,Nariyal Irish Cream Frappe
2,2,4,5,4,5,4,2,5,Double Restritto
6,2,3,5,3,1,6,2,1,Sea Salt Dark Mocha
4,3,1,3,2,1,5,3,5,Nariyal Irish Cream Frappe
2,1,1,2,3,3,6,2,5,Cold Brew
3,5,4,3,6,3,1,2,4,Americano
6,2,2,4,6,5,6,3,1,Double Restritto
5,3,3,6,3,5,2,1,2,Cafe Mocha
3,4,4,3,5,6,2,2,5,Bon Bon Cold Coffee
4,5,5,5,2,2,1,5,3,Madagascar Choco Chip Frappe
3,6,2,1,3,1,4,4,4,Bellatte
6,5,3,3,1,6,2,4,4,Double Restritto
5,6,2,2,6,1,4,2,1,Cold Brew
5,3,6,3,6,6,3,2,4,Cafe Latte
6,5,2,6,2,1,1,4,4,Classic Frappe Cold Coffee
4,5,1,4,4,4,3,5,6,Madagascar Choco Chip Frappe
6,3,6,5,3,5,4,4,6,Cold Brew
3,3,6,3,4,4,5,1,6,Sea Salt Dark Mocha
6,2,6,1,5,1,2,3,3,Americano
5,3,1,1,3,1,1,5,5,Flat White
4,4,2,4,4,2,3,1,2,Cafe Latte
6,6,6,5,4,4,2,5,2,Bon Bon Cold Coffee
5,6,4,3,2,3,4,6,1,Americano
6,1,5,6,6,1,5,5,6,Sea Salt Dark Mocha
1,3,3,2,2,2,3,6,3,Bon Bon Cold Coffee
1,2,4,2,4,3,1,5,5,Hazelnut Frappe Cold Coffee
5,4,6,5,2,2,4,2,1,Madagascar Hot Chocolate
4,1,4,3,6,6,5,3,1,Cafe Latte
1,3,6,5,2,1,4,1,4,Sea Salt Dark Mocha
5,2,3,1,5,6,5,4,4,Cold Brew
6,1,3,3,3,2,6,6,6,Sea Salt Dark Mocha
2,1,4,6,4,3,1,3,1,Nariyal Irish Cream Frappe
6,6,1,1,6,6,6,1,4,Iced Latte Cold Coffee
3,2,5,3,2,2,5,3,3,Vietnamese Cold Coffee
5,1,2,4,2,5,1,2,2,Cafe Latte
1,6,6,1,2,1,2,3,3,Espresso
5,6,6,1,5,1,3,6,1,Cafe Latte
6,6,2,6,3,1,5,2,3,Flat White
4,5,4,5,6,3,3,4,5,Cold Brew
1,4,1,1,2,4,2,4,6,Madagascar Choco Chip Frappe
4,5,6,6,1,6,3,5,6,Cafe Latte
4,6,3,3,6,2,3,6,1,Madagascar Hot Chocolate
6,1,5,5,3,1,3,3,5,Madagascar Choco Chip Frappe
4,6,3,2,4,6,3,1,2,Cafe Latte
5,6,2,4,4,4,5,5,5,Double Restritto
1,3,2,5,1,2,3,1,6,Cafe Mocha
4,2,6,4,1,3,2,4,1,Cappucino
2,2,4,5,2,5,5,5,6,Double Restritto
3,4,2,6,1,5,5,3,6,Iced Latte Cold Coffee
5,2,6,1,4,2,6,5,2,Flat White
2,2,3,3,2,4,4,3,3,Cappucino
1,4,5,5,2,1,3,2,3,Hot Chocolate
3,5,2,2,5,6,4,1,5,Iced Latte Cold Coffee
4,6,1,4,4,6,2,6,5,Double Restritto
2,5,2,5,1,2,2,2,3,Original South India Frappe
2,1,6,2,2,2,6,5,4,South Indian Filter Kaapi
4,2,4,1,4,5,6,4,5,Madagascar Hot Chocolate
6,6,5,5,6,6,5,5,1,Hot Chocolate
6,1,2,1,1,4,5,5,4,Cafe Latte
4,6,5,2,5,4,3,3,1,Madagascar Choco Chip Frappe
2,1,3,5,2,4,2,2,4,Sea Salt Dark Mocha
1,1,6,2,1,4,1,1,4,Americano
5,4,3,3,5,6,6,2,3,South Indian Filter Kaapi
1,3,5,1,4,3,6,5,2,Madagascar Hot Chocolate
1,6,2,1,3,2,1,4,4,Iced Latte Cold Coffee
5,5,2,5,6,5,2,1,1,Hot Chocolate
1,6,3,3,3,3,1,3,4,Classic Frappe Cold Coffee
3,4,2,4,2,2,5,5,1,Hot Chocolate
4,3,3,2,1,6,1,2,3,Original South India Frappe
2,6,6,3,5,3,2,1,5,Madagascar Hot Chocolate
5,1,2,4,1,1,3,1,4,Iced Latte Cold Coffee
1,6,5,6,1,2,4,4,2,South Indian Filter Kaapi
2,4,6,3,3,5,3,2,4,South Indian Filter Kaapi
6,3,1,4,2,1,3,6,6,Bon Bon Cold Coffee
3,5,2,1,2,4,1,3,3,Vietnamese Cold Coffee
1,6,3,3,2,1,2,3,4,Kaapi-cino
1,3,1,5,4,3,5,2,3,Bellatte
1,4,3,2,6,3,1,6,5,Nariyal Irish Cream Frappe
3,5,6,4,5,1,2,2,5,Cappucino
4,5,4,5,6,6,5,4,5,Bellatte
2,2,6,6,3,2,2,1,4,Hazelnut Frappe Cold Coffee
1,3,3,4,6,4,5,3,1,Kaapi-cino
6,6,3,5,3,3,5,6,3,Sea Salt Dark Mocha
1,3,5,6,5,4,4,4,5,Cappucino
3,6,4,6,5,6,5,4,2,Flat White
3,3,2,6,3,1,6,3,4,Americano
2,1,2,5,5,5,3,4,2,Cafe Latte
2,5,2,5,2,2,2,6,6,Iced Latte Cold Coffee
6,3,5,4,4,4,4,2,6,Double Restritto
1,6,4,1,2,6,2,5,6,Hot Chocolate
6,4,3,2,4,6,6,6,4,Double Restritto
6,4,1,3,5,4,1,5,1,Madagascar Hot Chocolate
6,2,2,6,5,4,6,6,5,Cappucino
1,5,6,2,1,5,1,1,4,Flat White
1,1,6,4,6,3,5,1,3,Madagascar Hot Chocolate
1,6,4,1,3,1,1,4,1,Bon Bon Cold Coffee
1,6,6,4,6,3,5,6,4,Nariyal Irish Cream Frappe
6,2,5,3,5,4,5,4,1,Iced Latte Cold Coffee
3,3,2,1,5,6,2,1,4,Classic Frappe Cold Coffee
4,5,1,5,5,2,2,6,5,Cappucino
2,1,5,3,6,2,6,3,2,Sea Salt Dark Mocha
3,6,2,3,5,5,3,1,1,Cold Brew
5,5,5,6,3,1,5,3,5,Iced Latte Cold Coffee
5,3,1,5,6,2,1,6,5,Hot Chocolate
5,6,4,4,5,5,6,4,5,Cafe Latte
2,2,3,6,5,3,5,4,1,South Indian Filter Kaapi
1,3,3,2,6,1,3,2,3,Nariyal Irish Cream Frappe
5,4,6,5,1,3,2,4,3,Flat White
5,2,4,1,1,5,2,2,1,Hazelnut Frappe Cold Coffee
4,4,4,5,1,3,1,5,5,Hazelnut Frappe Cold Coffee
3,3,6,6,4,5,2,1,5,South Indian Filter Kaapi
6,2,3,1,3,4,4,3,3,Hot Chocolate
2,3,6,1,5,4,4,2,5,Kaapi-cino
2,5,6,5,2,2,2,5,2,South Indian Filter Kaapi
4,5,3,6,3,4,3,5,6,Cafe Latte
5,1,1,6,5,1,6,6,1,Cafe Mocha
6,3,6,4,1,4,4,1,5,Americano
6,4,1,2,2,5,5,3,4,Kaapi-cino
4,1,1,2,3,4,1,4,4,Vietnamese Cold Coffee
1,2,2,6,3,6,6,1,2,Americano
5,4,2,1,3,3,2,5,4,Cafe Mocha
6,5,6,1,5,4,5,6,3,Double Restritto
2,6,6,4,1,1,5,6,5,Madagascar Hot Chocolate
6,6,6,3,6,1,5,3,4,Iced Latte Cold Coffee
3,4,6,1,4,2,2,5,3,Flat White
4,4,3,5,4,2,4,3,1,Classic Frappe Cold Coffee
6,1,6,4,4,2,6,1,3,Double Restritto
6,3,1,4,6,5,5,5,4,Cafe Mocha
6,5,4,5,2,6,3,2,6,Original South India Frappe
4,2,4,2,1,1,1,4,1,Espresso
2,6,1,4,5,2,6,6,6,Original South India Frappe
6,2,2,1,6,5,5,3,6,Madagascar Choco Chip Frappe
6,5,2,5,1,6,1,1,5,South Indian Filter Kaapi
5,2,5,6,2,4,6,5,3,Madagascar Hot Chocolate
5,4,3,1,3,1,6,4,5,Espresso
5,2,5,2,5,2,2,6,5,Americano
6,4,1,5,2,2,3,5,4,Original South India Frappe
6,6,3,1,4,2,6,2,3,Hot Chocolate
6,6,4,3,4,2,4,2,4,Bellatte
3,5,1,6,4,6,2,1,4,Sea Salt Dark Mocha
3,5,2,4,6,4,6,1,4,Bellatte
5,6,5,3,1,1,5,3,2,Cafe Latte
3,1,2,2,1,3,5,6,6,Hazelnut Frappe Cold Coffee
4,2,2,3,1,4,6,4,1,Double Restritto
6,6,5,1,1,4,2,4,5,Iced Latte Cold Coffee
5,1,2,2,5,3,6,3,4,Madagascar Hot Chocolate
3,4,6,5,6,5,4,2,4,Flat White
6,2,3,1,1,4,3,5,3,Nariyal Irish Cream Frappe
6,6,3,4,6,6,2,2,3,Iced Latte Cold Coffee
4,1,3,1,2,2,1,2,1,Hot Chocolate
4,6,3,6,2,3,4,3,1,Bellatte
3,5,1,5,6,5,2,1,4,Hot Chocolate
5,4,5,4,1,2,5,5,6,Espresso
5,4,5,2,6,2,3,4,2,Classic Frappe Cold Coffee
3,2,3,3,3,5,4,2,1,Hot Chocolate
3,2,2,4,6,2,4,6,1,Madagascar Choco Chip Frappe
1,5,5,2,3,2,3,2,5,Bellatte
4,3,4,1,4,2,5,6,5,Madagascar Choco Chip Frappe
5,2,4,3,4,2,1,4,6,Cold Brew
2,6,4,1,1,3,3,5,3,Cold Brew
4,3,6,1,6,5,5,4,1,Nariyal Irish Cream Frappe
6,2,1,1,1,3,6,2,2,Original South India Frappe
5,4,2,4,5,6,3,3,6,Cold Brew
6,3,1,6,3,1,5,6,4,Cappucino
1,1,4,5,6,2,5,6,4,Classic Frappe Cold Coffee
4,6,5,6,5,3,2,6,5,Iced Latte Cold Coffee
4,2,4,6,6,4,4,4,3,Madagascar Hot Chocolate
6,6,1,6,3,4,5,1,3,Hazelnut Frappe Cold Coffee
5,4,4,4,1,1,1,5,3,Bon Bon Cold Coffee
2,1,3,3,4,6,5,1,1,Kaapi-cino
3,2,3,1,1,5,3,6,6,Classic Frappe Cold Coffee
2,2,1,5,6,3,1,2,1,Espresso
6,3,6,1,5,6,6,4,2,Madagascar Choco Chip Frappe
1,3,4,2,6,1,1,2,4,Kaapi-cino
4,3,3,6,4,5,3,3,4,Kaapi-cino
6,4,6,1,3,5,2,4,3,Cappucino
6,5,4,5,2,5,2,4,5,Espresso
5,3,3,1,1,6,5,2,6,Madagascar Hot Chocolate
4,1,5,5,3,4,5,1,6,Americano
3,3,6,2,1,5,4,6,3,Hazelnut Frappe Cold Coffee
2,4,5,2,6,4,6,6,4,Bon Bon Cold Coffee
2,1,1,3,3,5,6,5,4,Original South India Frappe
1,4,2,3,1,1,6,3,5,Bon Bon Cold Coffee
5,3,3,1,2,5,4,2,3,Madagascar Hot Chocolate
3,5,3,6,2,2,1,4,4,Vietnamese Cold Coffee
6,1,1,3,6,5,5,1,6,Vietnamese Cold Coffee
3,2,6,3,5,1,1,1,3,Hot Chocolate
5,1,3,4,1,6,4,5,2,Espresso
1,4,5,3,6,1,1,1,2,Espresso
6,3,1,5,2,6,1,6,6,Original South India Frappe
3,5,2,6,5,6,1,5,4,Espresso
1,1,6,2,1,6,5,5,2,Hot Chocolate
5,1,1,1,6,5,1,4,5,Hot Chocolate
5,1,2,1,4,1,1,4,3,Nariyal Irish Cream Frappe
5,2,6,1,3,5,2,2,4,Nariyal Irish Cream Frappe
3,3,5,6,5,5,6,3,2,Classic Frappe Cold Coffee
5,5,6,6,3,3,2,6,1,Iced Latte Cold Coffee
3,1,1,3,1,6,1,5,4,Cafe Mocha
1,4,4,4,6,1,2,1,2,Americano
4,6,6,5,5,1,6,2,1,Sea Salt Dark Mocha
1,4,4,2,3,6,3,1,3,Classic Frappe Cold Coffee
3,4,5,1,2,3,3,4,2,Nariyal Irish Cream Frappe
2,2,3,3,4,2,4,5,6,Original South India Frappe
2,5,6,2,4,5,1,2,4,Madagascar Hot Chocolate
6,4,1,5,4,3,2,3,3,Classic Frappe Cold Coffee
4,2,4,5,2,6,2,4,6,Original South India Frappe
5,5,3,5,1,2,1,3,4,South Indian Filter Kaapi
1,6,5,2,4,5,3,4,1,Cold Brew
1,1,4,4,4,1,4,1,6,Sea Salt Dark Mocha
3,5,3,5,2,1,1,2,4,Hot Chocolate
6,5,1,2,2,6,5,6,2,Hot Chocolate
4,5,3,6,1,6,1,6,4,Kaapi-cino
5,5,4,2,1,6,2,6,6,Cold Brew
4,5,1,5,2,4,5,1,6,Espresso
2,5,4,4,3,3,2,3,2,Madagascar Hot Chocolate
6,1,1,2,2,5,1,1,2,Cold Brew
4,4,2,1,4,3,5,1,5,Kaapi-cino
5,2,4,3,4,6,1,1,2,Cafe Mocha
6,5,2,1,5,5,4,4,5,Madagascar Hot Chocolate
5,1,6,1,2,6,1,4,6,Hot Chocolate
1,1,5,6,1,3,3,1,3,Sea Salt Dark Mocha
1,1,6,5,4,6,4,6,5,Cappucino
5,6,1,3,2,4,5,6,5,Bon Bon Cold Coffee
1,2,4,6,5,4,5,4,1,Madagascar Choco Chip Frappe
1,6,5,1,3,5,4,5,3,Hazelnut Frappe Cold Coffee
1,2,5,4,6,6,5,2,2,Flat White
5,4,3,5,1,5,2,1,6,Madagascar Hot Chocolate
1,3,2,6,1,2,2,3,5,Madagascar Choco Chip Frappe
2,6,4,2,4,6,6,1,2,Cold Brew
6,4,1,4,5,5,3,1,6,Classic Frappe Cold Coffee
5,5,6,6,3,4,2,6,2,Vietnamese Cold Coffee
4,5,6,2,6,6,1,3,2,Vietnamese Cold Coffee
6,2,1,1,6,2,6,3,4,Madagascar Choco Chip Frappe
3,4,1,6,3,6,3,4,6,Flat White
6,6,6,4,2,4,4,1,3,Espresso
3,1,3,4,4,1,2,4,6,Cappucino
2,1,6,3,1,4,3,2,2,South Indian Filter Kaapi
5,4,5,2,2,2,6,3,5,Kaapi-cino
4,5,3,2,3,6,2,6,3,Kaapi-cino
5,1,3,3,2,1,3,6,3,Flat White
4,5,5,3,5,6,3,4,3,Flat White
4,4,5,5,2,3,3,4,1,Cafe Latte
5,1,6,1,3,5,2,4,5,Americano
6,5,3,3,4,4,1,5,4,Iced Latte Cold Coffee
1,3,4,1,1,6,6,4,6,Espresso
3,1,4,6,2,3,6,3,6,Americano
1,6,6,6,4,4,6,6,6,Americano
3,2,2,3,4,5,3,1,5,Double Restritto
1,6,2,2,6,5,3,5,4,Hazelnut Frappe Cold Coffee
5,3,3,4,4,4,2,3,1,Original South India Frappe
5,6,2,6,5,3,5,2,2,Bellatte
4,4,5,1,4,1,6,3,2,Cappucino
2,5,2,4,2,2,1,3,5,Hot Chocolate
5,1,2,5,4,6,4,1,4,Madagascar Hot Chocolate
3,2,6,5,4,2,6,2,4,Classic Frappe Cold Coffee
4,1,6,2,6,3,6,5,5,Madagascar Hot Chocolate
3,3,6,1,6,6,3,5,3,Cold Brew
1,5,1,5,5,4,1,2,1,Cappucino
2,6,5,4,3,6,2,1,2,Sea Salt Dark Mocha
5,5,1,3,5,1,1,6,2,Iced Latte Cold Coffee
1,2,1,1,4,5,6,4,2,Double Restritto
4,5,2,4,4,6,5,4,5,South Indian Filter Kaapi
3,2,3,1,5,1,3,2,5,Espresso
6,3,5,3,6,3,5,4,4,Hot Chocolate
2,2,5,3,4,1,6,6,4,Hot Chocolate
5,6,1,2,4,6,2,4,5,Classic Frappe Cold Coffee
3,4,5,5,6,5,2,4,2,Hot Chocolate
5,4,3,4,5,3,1,3,1,Classic Frappe Cold Coffee
5,5,2,4,6,3,5,2,1,Espresso
3,2,3,2,3,3,3,2,1,Hazelnut Frappe Cold Coffee
5,2,1,1,5,1,4,1,5,Vietnamese Cold Coffee
4,1,6,2,2,5,4,5,6,Bon Bon Cold Coffee
2,2,5,4,2,5,4,1,1,Kaapi-cino
1,1,3,2,5,5,1,5,2,Madagascar Hot Chocolate
2,6,6,3,2,6,1,4,5,Flat White
1,6,3,5,2,6,4,5,3,Iced Latte Cold Coffee
4,3,4,2,6,2,4,1,3,Bon Bon Cold Coffee
2,6,6,6,5,3,2,3,5,Sea Salt Dark Mocha
4,1,6,6,1,5,6,1,5,Cold Brew
3,5,4,1,5,4,4,6,4,South Indian Filter Kaapi
